Time (ns),spi_master_tb.dut.clk_counter
1016030000,b1111011
1016050000,b1111100
1016070000,b1111101
1016090000,b1111110
1016110000,b1111111
1016130000,b10000000
1016150000,b10000001
1016170000,b10000010
1016190000,b10000011
1016210000,b10000100
1016230000,b10000101
1016250000,b10000110
1016270000,b10000111
1016290000,b10001000
1016310000,b10001001
1016330000,b10001010
1016350000,b10001011
1016370000,b10001100
1016390000,b10001101
1016410000,b10001110
1016430000,b10001111
1016450000,b10010000
1016470000,b10010001
1016490000,b10010010
1016510000,b10010011
1016530000,b10010100
1016550000,b10010101
1016570000,b10010110
1016590000,b10010111
1016610000,b10011000
1016630000,b10011001
1016650000,b10011010
1016670000,b10011011
1016690000,b10011100
1016710000,b10011101
1016730000,b10011110
1016750000,b10011111
1016770000,b10100000
1016790000,b10100001
1016810000,b10100010
1016830000,b10100011
1016850000,b10100100
1016870000,b10100101
1016890000,b10100110
1016910000,b10100111
1016930000,b10101000
1016950000,b10101001
1016970000,b10101010
1016990000,b10101011
1017010000,b10101100
1017030000,b10101101
1017050000,b10101110
1017070000,b10101111
1017090000,b10110000
1017110000,b10110001
1017130000,b10110010
1017150000,b10110011
1017170000,b10110100
1017190000,b10110101
1017210000,b10110110
1017230000,b10110111
1017250000,b10111000
1017270000,b10111001
1017290000,b10111010
1017310000,b10111011
1017330000,b10111100
1017350000,b10111101
1017370000,b10111110
1017390000,b10111111
1017410000,b11000000
1017430000,b11000001
1017450000,b11000010
1017470000,b11000011
1017490000,b11000100
1017510000,b11000101
1017530000,b11000110
1017550000,b11000111
1017570000,b11001000
1017590000,b11001001
1017610000,b11001010
1017630000,b11001011
1017650000,b11001100
1017670000,b11001101
1017690000,b11001110
1017710000,b11001111
1017730000,b11010000
1017750000,b11010001
1017770000,b11010010
1017790000,b11010011
1017810000,b11010100
1017830000,b11010101
1017850000,b11010110
1017870000,b11010111
1017890000,b11011000
1017910000,b11011001
1017930000,b11011010
1017950000,b11011011
1017970000,b11011100
1017990000,b11011101
1018010000,b11011110
1018030000,b11011111
1018050000,b11100000
1018070000,b11100001
1018090000,b11100010
1018110000,b11100011
1018130000,b11100100
1018150000,b11100101
1018170000,b11100110
1018190000,b11100111
1018210000,b11101000
1018230000,b11101001
1018250000,b11101010
1018270000,b11101011
1018290000,b11101100
1018310000,b11101101
1018330000,b11101110
1018350000,b11101111
1018370000,b11110000
1018390000,b11110001
1018410000,b11110010
1018430000,b11110011
1018450000,b11110100
1018470000,b11110101
1018490000,b11110110
1018510000,b11110111
1018530000,b11111000
1018550000,b11111001
1018570000,b0
1018590000,b1
1018610000,b10
1018630000,b11
1018650000,b100
1018670000,b101
1018690000,b110
1018710000,b111
1018730000,b1000
1018750000,b1001
1018770000,b1010
1018790000,b1011
1018810000,b1100
1018830000,b1101
1018850000,b1110
1018870000,b1111
1018890000,b10000
1018910000,b10001
1018930000,b10010
1018950000,b10011
1018970000,b10100
1018990000,b10101
1019010000,b10110
1019030000,b10111
1019050000,b11000
1019070000,b11001
1019090000,b11010
1019110000,b11011
1019130000,b11100
1019150000,b11101
1019170000,b11110
1019190000,b11111
1019210000,b100000
1019230000,b100001
1019250000,b100010
1019270000,b100011
1019290000,b100100
1019310000,b100101
1019330000,b100110
1019350000,b100111
1019370000,b101000
1019390000,b101001
1019410000,b101010
1019430000,b101011
1019450000,b101100
1019470000,b101101
1019490000,b101110
1019510000,b101111
1019530000,b110000
1019550000,b110001
1019570000,b110010
1019590000,b110011
1019610000,b110100
1019630000,b110101
1019650000,b110110
1019670000,b110111
1019690000,b111000
1019710000,b111001
1019730000,b111010
1019750000,b111011
1019770000,b111100
1019790000,b111101
1019810000,b111110
1019830000,b111111
1019850000,b1000000
1019870000,b1000001
1019890000,b1000010
1019910000,b1000011
1019930000,b1000100
1019950000,b1000101
1019970000,b1000110
1019990000,b1000111
1020010000,b1001000
1020030000,b1001001
1020050000,b1001010
1020070000,b1001011
1020090000,b1001100
1020110000,b1001101
1020130000,b1001110
1020150000,b1001111
1020170000,b1010000
1020190000,b1010001
1020210000,b1010010
1020230000,b1010011
1020250000,b1010100
1020270000,b1010101
1020290000,b1010110
1020310000,b1010111
1020330000,b1011000
1020350000,b1011001
1020370000,b1011010
1020390000,b1011011
1020410000,b1011100
1020430000,b1011101
1020450000,b1011110
1020470000,b1011111
1020490000,b1100000
1020510000,b1100001
1020530000,b1100010
1020550000,b1100011
1020570000,b1100100
1020590000,b1100101
1020610000,b1100110
1020630000,b1100111
1020650000,b1101000
1020670000,b1101001
1020690000,b1101010
1020710000,b1101011
1020730000,b1101100
1020750000,b1101101
1020770000,b1101110
1020790000,b1101111
1020810000,b1110000
1020830000,b1110001
1020850000,b1110010
1020870000,b1110011
1020890000,b1110100
1020910000,b1110101
1020930000,b1110110
1020950000,b1110111
1020970000,b1111000
1020990000,b1111001
1021010000,b1111010
1021030000,b1111011
1021050000,b1111100
1021070000,b1111101
1021090000,b1111110
1021110000,b1111111
1021130000,b10000000
1021150000,b10000001
1021170000,b10000010
1021190000,b10000011
1021210000,b10000100
1021230000,b10000101
1021250000,b10000110
1021270000,b10000111
1021290000,b10001000
1021310000,b10001001
1021330000,b10001010
1021350000,b10001011
1021370000,b10001100
1021390000,b10001101
1021410000,b10001110
1021430000,b10001111
1021450000,b10010000
1021470000,b10010001
1021490000,b10010010
1021510000,b10010011
1021530000,b10010100
1021550000,b10010101
1021570000,b10010110
1021590000,b10010111
1021610000,b10011000
1021630000,b10011001
1021650000,b10011010
1021670000,b10011011
1021690000,b10011100
1021710000,b10011101
1021730000,b10011110
1021750000,b10011111
1021770000,b10100000
1021790000,b10100001
1021810000,b10100010
1021830000,b10100011
1021850000,b10100100
1021870000,b10100101
1021890000,b10100110
1021910000,b10100111
1021930000,b10101000
1021950000,b10101001
1021970000,b10101010
1021990000,b10101011
1022010000,b10101100
1022030000,b10101101
1022050000,b10101110
1022070000,b10101111
1022090000,b10110000
1022110000,b10110001
1022130000,b10110010
1022150000,b10110011
1022170000,b10110100
1022190000,b10110101
1022210000,b10110110
1022230000,b10110111
1022250000,b10111000
1022270000,b10111001
1022290000,b10111010
1022310000,b10111011
1022330000,b10111100
1022350000,b10111101
1022370000,b10111110
1022390000,b10111111
1022410000,b11000000
1022430000,b11000001
1022450000,b11000010
1022470000,b11000011
1022490000,b11000100
1022510000,b11000101
1022530000,b11000110
1022550000,b11000111
1022570000,b11001000
1022590000,b11001001
1022610000,b11001010
1022630000,b11001011
1022650000,b11001100
1022670000,b11001101
1022690000,b11001110
1022710000,b11001111
1022730000,b11010000
1022750000,b11010001
1022770000,b11010010
1022790000,b11010011
1022810000,b11010100
1022830000,b11010101
1022850000,b11010110
1022870000,b11010111
1022890000,b11011000
1022910000,b11011001
1022930000,b11011010
1022950000,b11011011
1022970000,b11011100
1022990000,b11011101
1023010000,b11011110
1023030000,b11011111
1023050000,b11100000
1023070000,b11100001
1023090000,b11100010
1023110000,b11100011
1023130000,b11100100
1023150000,b11100101
1023170000,b11100110
1023190000,b11100111
1023210000,b11101000
1023230000,b11101001
1023250000,b11101010
1023270000,b11101011
1023290000,b11101100
1023310000,b11101101
1023330000,b11101110
1023350000,b11101111
1023370000,b11110000
1023390000,b11110001
1023410000,b11110010
1023430000,b11110011
1023450000,b11110100
1023470000,b11110101
1023490000,b11110110
1023510000,b11110111
1023530000,b11111000
1023550000,b11111001
1023570000,b0
1023590000,b1
1023610000,b10
1023630000,b11
1023650000,b100
1023670000,b101
1023690000,b110
1023710000,b111
1023730000,b1000
1023750000,b1001
1023770000,b1010
1023790000,b1011
1023810000,b1100
1023830000,b1101
1023850000,b1110
1023870000,b1111
1023890000,b10000
1023910000,b10001
1023930000,b10010
1023950000,b10011
1023970000,b10100
1023990000,b10101
1024010000,b10110
1024030000,b10111
1024050000,b11000
1024070000,b11001
1024090000,b11010
1024110000,b11011
1024130000,b11100
1024150000,b11101
1024170000,b11110
1024190000,b11111
1024210000,b100000
1024230000,b100001
1024250000,b100010
1024270000,b100011
1024290000,b100100
1024310000,b100101
1024330000,b100110
1024350000,b100111
1024370000,b101000
1024390000,b101001
1024410000,b101010
1024430000,b101011
1024450000,b101100
1024470000,b101101
1024490000,b101110
1024510000,b101111
1024530000,b110000
1024550000,b110001
1024570000,b110010
1024590000,b110011
1024610000,b110100
1024630000,b110101
1024650000,b110110
1024670000,b110111
1024690000,b111000
1024710000,b111001
1024730000,b111010
1024750000,b111011
1024770000,b111100
1024790000,b111101
1024810000,b111110
1024830000,b111111
1024850000,b1000000
1024870000,b1000001
1024890000,b1000010
1024910000,b1000011
1024930000,b1000100
1024950000,b1000101
1024970000,b1000110
1024990000,b1000111
1025010000,b1001000
1025030000,b1001001
1025050000,b1001010
1025070000,b1001011
1025090000,b1001100
1025110000,b1001101
1025130000,b1001110
1025150000,b1001111
1025170000,b1010000
1025190000,b1010001
1025210000,b1010010
1025230000,b1010011
1025250000,b1010100
1025270000,b1010101
1025290000,b1010110
1025310000,b1010111
1025330000,b1011000
1025350000,b1011001
1025370000,b1011010
1025390000,b1011011
1025410000,b1011100
1025430000,b1011101
1025450000,b1011110
1025470000,b1011111
1025490000,b1100000
1025510000,b1100001
1025530000,b1100010
1025550000,b1100011
1025570000,b1100100
1025590000,b1100101
1025610000,b1100110
1025630000,b1100111
1025650000,b1101000
1025670000,b1101001
1025690000,b1101010
1025710000,b1101011
1025730000,b1101100
1025750000,b1101101
1025770000,b1101110
1025790000,b1101111
1025810000,b1110000
1025830000,b1110001
1025850000,b1110010
1025870000,b1110011
1025890000,b1110100
1025910000,b1110101
1025930000,b1110110
1025950000,b1110111
1025970000,b1111000
1025990000,b1111001
1026010000,b1111010
1026030000,b1111011
1026050000,b1111100
1026070000,b1111101
1026090000,b1111110
1026110000,b1111111
1026130000,b10000000
1026150000,b10000001
1026170000,b10000010
1026190000,b10000011
1026210000,b10000100
1026230000,b10000101
1026250000,b10000110
1026270000,b10000111
1026290000,b10001000
1026310000,b10001001
1026330000,b10001010
1026350000,b10001011
1026370000,b10001100
1026390000,b10001101
1026410000,b10001110
1026430000,b10001111
1026450000,b10010000
1026470000,b10010001
1026490000,b10010010
1026510000,b10010011
1026530000,b10010100
1026550000,b10010101
1026570000,b10010110
1026590000,b10010111
1026610000,b10011000
1026630000,b10011001
1026650000,b10011010
1026670000,b10011011
1026690000,b10011100
1026710000,b10011101
1026730000,b10011110
1026750000,b10011111
1026770000,b10100000
1026790000,b10100001
1026810000,b10100010
1026830000,b10100011
1026850000,b10100100
1026870000,b10100101
1026890000,b10100110
1026910000,b10100111
1026930000,b10101000
1026950000,b10101001
1026970000,b10101010
1026990000,b10101011
1027010000,b10101100
1027030000,b10101101
1027050000,b10101110
1027070000,b10101111
1027090000,b10110000
1027110000,b10110001
1027130000,b10110010
1027150000,b10110011
1027170000,b10110100
1027190000,b10110101
1027210000,b10110110
1027230000,b10110111
1027250000,b10111000
1027270000,b10111001
1027290000,b10111010
1027310000,b10111011
1027330000,b10111100
1027350000,b10111101
1027370000,b10111110
1027390000,b10111111
1027410000,b11000000
1027430000,b11000001
1027450000,b11000010
1027470000,b11000011
1027490000,b11000100
1027510000,b11000101
1027530000,b11000110
1027550000,b11000111
1027570000,b11001000
1027590000,b11001001
1027610000,b11001010
1027630000,b11001011
1027650000,b11001100
1027670000,b11001101
1027690000,b11001110
1027710000,b11001111
1027730000,b11010000
1027750000,b11010001
1027770000,b11010010
1027790000,b11010011
1027810000,b11010100
1027830000,b11010101
1027850000,b11010110
1027870000,b11010111
1027890000,b11011000
1027910000,b11011001
1027930000,b11011010
1027950000,b11011011
1027970000,b11011100
1027990000,b11011101
1028010000,b11011110
1028030000,b11011111
1028050000,b11100000
1028070000,b11100001
1028090000,b11100010
1028110000,b11100011
1028130000,b11100100
1028150000,b11100101
1028170000,b11100110
1028190000,b11100111
1028210000,b11101000
1028230000,b11101001
1028250000,b11101010
1028270000,b11101011
1028290000,b11101100
1028310000,b11101101
1028330000,b11101110
1028350000,b11101111
1028370000,b11110000
1028390000,b11110001
1028410000,b11110010
1028430000,b11110011
1028450000,b11110100
1028470000,b11110101
1028490000,b11110110
1028510000,b11110111
1028530000,b11111000
1028550000,b11111001
1028570000,b0
1028590000,b1
1028610000,b10
1028630000,b11
1028650000,b100
1028670000,b101
1028690000,b110
1028710000,b111
1028730000,b1000
1028750000,b1001
1028770000,b1010
1028790000,b1011
1028810000,b1100
1028830000,b1101
1028850000,b1110
1028870000,b1111
1028890000,b10000
1028910000,b10001
1028930000,b10010
1028950000,b10011
1028970000,b10100
1028990000,b10101
1029010000,b10110
1029030000,b10111
1029050000,b11000
1029070000,b11001
1029090000,b11010
1029110000,b11011
1029130000,b11100
1029150000,b11101
1029170000,b11110
1029190000,b11111
1029210000,b100000
1029230000,b100001
1029250000,b100010
1029270000,b100011
1029290000,b100100
1029310000,b100101
1029330000,b100110
